transaction_id,date,time,outlet_id,outlet_name,city,province,menu_id,menu_name,category,quantity,unit_price,total_amount,channel
TXN_006554,2025-01-11,07:10,FC_0194,Fore Coffee 23 Paskal,Bandung,Jawa Barat,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_006555,2025-09-07,15:38,FC_0156,Fore Coffee Galaxy Mall,Surabaya,Jawa Timur,COF03,Iced Cappuccino,Coffee,2,29000,58000,GrabFood
TXN_006556,2025-09-16,09:40,FC_0041,Fore Coffee Sleman City Hall,Yogyakarta,DI Yogyakarta,COF08,Iced Nutty Oat Latte,Coffee,3,39000,117000,GoFood
TXN_006557,2026-02-14,18:00,FC_0191,Fore Coffee Lippo Cikarang,Bekasi,Jawa Barat,COF04,Iced Bumi Latte,Coffee,2,25000,50000,Dine-in
TXN_006558,2026-02-14,14:34,FC_0039,Fore Coffee Buah Batu,Bandung,Jawa Barat,AMR02,Hot Americano,Americano,2,23000,46000,Dine-in
TXN_006559,2025-02-17,12:13,FC_0153,Fore Coffee Gading Serpong,Tangerang,Banten,NCF02,Iced Matcha Green Tea,Non Coffee,1,34000,34000,GrabFood
TXN_006560,2025-05-08,12:03,FC_0305,Fore Coffee Location 1,Karawang,Jawa Barat,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Pick-up (App)
TXN_006561,2026-02-19,11:20,FC_0147,Fore Coffee Bintaro Jaya Xchange,Tangerang,Banten,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,Dine-in
TXN_006562,2026-02-06,09:11,FC_0174,Fore Coffee Hartono Mall,Yogyakarta,DI Yogyakarta,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Pick-up (App)
TXN_006563,2025-11-27,08:28,FC_0307,Fore Coffee Location 3,Bandar Lampung,Lampung,COF09,Iced Caramel Praline Macchiato,Coffee,1,34000,34000,Pick-up (App)
TXN_006564,2025-03-23,13:15,FC_0215,Fore Coffee Location 6,Bogor,Jawa Barat,SIG07,Iced Kopi Dari Tani,Fore Signature,3,25000,75000,GoFood
TXN_006565,2025-01-23,17:12,FC_0139,Fore Coffee Gandaria City,Jakarta Selatan,DKI Jakarta,AMR03,Iced Manuka Americano,Americano,2,29000,58000,Dine-in
TXN_006566,2025-09-25,16:41,FC_0301,Fore Coffee Seturan,Yogyakarta,DI Yogyakarta,SIG04,Iced Pandan Latte,Fore Signature,3,29000,87000,GrabFood
TXN_006567,2026-02-03,12:31,FC_0156,FORE COFFEE Galaxy Mall,Surabaya,Jawa Timur,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_006568,2025-08-07,13:32,FC_0297,Fore Coffee Dieng,Malang,Jawa Timur,COF07,Double Iced Shaken Latte,Coffee,1,33000,33000,Pick-up (App)
TXN_006569,2025-01-06,13:40,FC_0297,Fore Coffee Dieng,Malang,Jawa Timur,SIG06,Iced Buttercream Latte,Fore Signature,4,33000,132000,Walk-in Takeaway
TXN_006570,2026-01-26,21:47,FC_0163,Fore Coffee Navapark BSD,Tangerang Selatan,Banten,AMR01,Iced Americano,Americano,1,23000,23000,Dine-in
TXN_006571,2025-07-22,16:17,FC_0053,Fore Coffee Area 20,Jakarta Pusat,DKI Jakarta,COF02,Hot Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_006572,2025-09-11,08:30,FC_0288,Fore Coffee Bugis Junction,Singapore,Singapore,COF02,Hot Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_006573,2025-10-08,09:53,FC_0155,Fore Coffee Bintaro Jaya Xchange,Jakarta Selatan,DKI Jakarta,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,Dine-in
TXN_006574,2025-08-08,19:29,FC_0017,Fore Coffee Victoria Street,Singapore,Singapore,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Dine-in
TXN_006575,2025-07-10,18:04,FC_0307,Fore Coffee Location 3,Bandar Lampung,Lampung,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GrabFood
TXN_006576,2025-03-15,14:45,FC_0093,Fore Coffee Location 2,Manado,Sulawesi Utara,SIG06,Iced Buttercream Latte,Fore Signature,2,33000,66000,Dine-in
TXN_006577,2025-04-02,13:54,FC_0185,Fore Coffee HR Muhammad,Surabaya,Jawa Timur,REF02,Hibiscus Lychee Peach Yakult,Refresher,1,29000,29000,Dine-in
TXN_006578,2025-04-24,19:53,FC_0191,Fore Coffee Lippo Cikarang,Bekasi,Jawa Barat,COF02,Hot Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_006579,2025-05-07,14:32,FC_0327,Fore Coffee Antapani,Bandung,Jawa Barat,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_006580,2025-06-03,18:45,FC_0324,Fore Coffee Location 1,Kendari,Sulawesi Tenggara,COF01,Iced Cafe Latte,Coffee,2,29000,58000,GrabFood
TXN_006581,2026-02-11,15:40,FC_0224,Fore Coffee Gatot Subroto,Medan,Sumatera Utara,COF06,Iced Dirty Matchapresso,Coffee,2,31000,62000,Dine-in
TXN_006582,2025-02-23,12:56,FC_0216,Fore Coffee Area 32,Jakarta Selatan,DKI Jakarta,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,GrabFood
TXN_006583,2025-10-18,08:44,FC_0200,Fore Coffee Location 3,Purwokerto,Jawa Tengah,SIG07,Iced Kopi Dari Tani,Fore Signature,2,25000,50000,GoFood
TXN_006584,2025-10-09,12:01,FC_0041,Fore Coffee Sleman City Hall,Yogyakarta,DI Yogyakarta,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Dine-in
TXN_006585,2025-07-02,14:46,FC_0299,Fore Coffee Puri Indah Mall,Jakarta Barat,DKI Jakarta,NCF02,Iced Matcha Green Tea,Non Coffee,2,34000,68000,Pick-up (App)
TXN_006586,2026-02-13,19:45,FC_0304,Fore Coffee Aeon Mall BSD,Jakarta Selatan,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,2,29000,58000,ShopeeFood
TXN_006587,2025-06-06,17:47,FC_0064,Fore Coffee Darmo,Surabaya,Jawa Timur,SIG05,Hot Pandan Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_006588,2025-10-14,08:01,FC_0252,Fore Coffee Location 1,Jambi,Jambi,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,4,33000,132000,Pick-up (App)
TXN_006589,2026-01-12,16:18,FC_0145,Fore Coffee Location 1,Pontianak,Kalimantan Barat,SIG06,Iced Buttercream Latte,Fore Signature,2,33000,66000,GrabFood
TXN_006590,2025-12-13,14:48,,,Bandung,Jawa Barat,SIG06,Iced Buttercream Latte,Fore Signature,3,33000,99000,Dine-in
TXN_006591,2026-01-17,07:49,FC_0203,Fore Coffee Location 2,Kendari,Sulawesi Tenggara,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,Pick-up (App)
TXN_006592,2025-06-03,08:21,FC_0239,Fore Coffee Summarecon Mall Bekasi,Bekasi,Jawa Barat,SIG05,Hot Pandan Latte,Fore Signature,1,29000,29000,GrabFood
TXN_006593,2025-03-20,16:53,FC_0267,Fore Coffee Radio Dalam,Jakarta Selatan,DKI Jakarta,SIG01,Iced Aren Latte,Fore Signature,3,29000,87000,GoFood
TXN_006594,2025-10-09,13:21,FC_0042,Fore Coffee Malang Town Square,Malang,Jawa Timur,DEL02,Chicken Teriyaki Sandwich,Fore Deli,3,39000,117000,GoFood
TXN_006595,2026-02-02,15:24,FC_0261,Fore Coffee Location 3,Pekanbaru,Riau,COF04,Iced Bumi Latte,Coffee,2,25000,50000,Dine-in
TXN_006596,2025-10-24,09:50,FC_0264,Fore Coffee Tomang,Jakarta Barat,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,2,29000,58000,GrabFood
TXN_006597,2025-03-16,19:01,FC_0220,Fore Coffee Pejaten Village,Jakarta Selatan,DKI Jakarta,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_006598,2025-08-17,12:04,FC_0115,Fore Coffee The Icon BSD,Tangerang Selatan,Banten,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,GrabFood
TXN_006599,2025-03-12,13:15,FC_0245,Fore Coffee Area 20,Surabaya,Jawa Timur,COF01,Iced Cafe Latte,Coffee,5,29000,145000,GrabFood
TXN_006600,2025-12-29,11:19,FC_0260,Fore Coffee Atrium Senen,Jakarta Pusat,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Pick-up (App)
TXN_006601,2025-11-10,16:31,FC_0288,Fore Coffee Bugis Junction,Singapore,Singapore,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,Walk-in Takeaway
TXN_006602,2026-02-05,19:14,FC_0275,Fore Coffee Location 2,Batam,Kepulauan Riau,SIG01,Iced Aren Latte,Fore Signature,2,29000,58000,Dine-in
TXN_006603,2025-11-09,10:57,FC_0232,Fore Coffee Jatinegara,Jakarta Timur,DKI Jakarta,NCF03,Iced Classic Milo,Non Coffee,2,25000,50000,Pick-up (App)
TXN_006604,2025-06-28,14:12,FC_0314,Fore Coffee Location 1,Sorong,Papua Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,GrabFood
TXN_006605,2026-03-20,10:50,FC_0137,Fore Coffee Manhattan Times Square,Medan,Sumatera Utara,SIG02,Hot Aren Latte,Fore Signature,3,29000,87000,Pick-up (App)
TXN_006606,2025-01-23,07:11,FC_0100,Fore Coffee Area 16,Bandung,Jawa Barat,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,Pick-up (App)
TXN_006607,2026-02-08,14:41,FC_0095,Fore Coffee Sanur,Denpasar,Bali,AMR01,Iced Americano,Americano,1,23000,23000,Dine-in
TXN_006608,2026-03-25,14:58,FC_0332,Fore Coffee Asia Mega Mas,Medan,Sumatera Utara,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Pick-up (App)
TXN_006609,2026-03-01,10:07,FC_0157,Fore Coffee Thamrin Plaza Medan,Medan,Sumatera Utara,COF07,Double Iced Shaken Latte,Coffee,3,33000,99000,Pick-up (App)
TXN_006610,2026-03-03,12:24,FC_0228,Fore Coffee Area 9,Semarang,Jawa Tengah,SIG06,Iced Buttercream Latte,Fore Signature,1,33000,33000,Dine-in
TXN_006611,2025-12-23,10:24,FC_0252,Fore Coffee Location 1,Jambi,Jambi,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Dine-in
TXN_006612,2025-04-28,15:42,FC_0139,Fore Coffee Gandaria City,Jakarta Selatan,DKI Jakarta,TEA01,Iced English Breakfast,Tea,1,29000,29000,Dine-in
TXN_006613,2026-01-13,09:25,FC_0087,Fore Coffee Location 2,Aceh,Aceh,COF03,Iced Cappuccino,Coffee,3,29000,87000,Pick-up (App)
TXN_006614,2026-02-22,12:54,FC_0031,Fore Coffee ITC Cempaka Mas,Jakarta Pusat,DKI Jakarta,SIG07,Iced Kopi Dari Tani,Fore Signature,3,25000,75000,GrabFood
TXN_006615,2025-02-25,14:45,FC_0149,Fore Coffee BSD Green Office Park,Tangerang,Banten,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Pick-up (App)
TXN_006616,2025-08-29,17:25,FC_0195,Fore Coffee Pondok Indah Mall,Jakarta Selatan,DKI Jakarta,COF05,Iced Malty Latte,Coffee,1,27000,27000,Dine-in
TXN_006617,2026-01-28,10:54,FC_0346,Fore Coffee Location 1,Purwokerto,Jawa Tengah,SIG07,Iced Kopi Dari Tani,Fore Signature,3,25000,75000,Pick-up (App)
TXN_006618,2025-02-15,08:02,FC_0086,Fore Coffee Hartono Mall Solo,Solo,Jawa Tengah,COF03,Iced Cappuccino,Coffee,2,29000,58000,ShopeeFood
TXN_006619,2025-08-17,16:32,FC_0331,Fore Coffee Depok Town Square,Depok,Jawa Barat,AMR01,Iced Americano,Americano,1,23000,23000,Dine-in
TXN_006620,2025-04-02,14:55,FC_0038,Fore Coffee The Cathay,Singapore,Singapore,SIG07,Iced Kopi Dari Tani,Fore Signature,1,25000,25000,ShopeeFood
TXN_006621,2026-02-03,15:46,FC_0281,Fore Coffee Location 1,Tegal,Jawa Tengah,COF03,Iced Cappuccino,Coffee,2,29000,58000,Pick-up (App)
TXN_006622,2025-01-31,11:03,FC_0029,Fore Coffee Pulomas,Jakarta Timur,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,3,29000,87000,Dine-in
TXN_006623,2025-03-15,10:42,FC_0281,Fore Coffee Location 1,Tegal,Jawa Tengah,NCF03,Iced Classic Milo,Non Coffee,3,25000,75000,Dine-in
TXN_006624,2025-01-04,17:06,FC_0303,Fore Coffee Dharmawangsa Square,Jakarta Selatan,DKI Jakarta,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_006625,2025-07-10,14:50,FC_0167,Fore Coffee Lippo Karawaci,Tangerang,Banten,COF04,Iced Bumi Latte,Coffee,1,25000,25000,Pick-up (App)
TXN_006626,2025-09-27,08:24,FC_0187,Fore Coffee QBig BSD,Tangerang,Banten,REF01,Iced Coco Peach Fusion,Refresher,1,29000,29000,Dine-in
TXN_006627,2025-07-04,13:55,FC_0201,Fore Coffee Location 2,Bogor,Jawa Barat,SIG02,Hot Aren Latte,Fore Signature,1,29000,29000,GrabFood
TXN_006628,2025-04-26,12:20,FC_0037,Fore Coffee Bassura City,Jakarta Timur,DKI Jakarta,COF04,Iced Bumi Latte,Coffee,1,25000,25000,Dine-in
TXN_006629,2026-01-09,14:05,FC_0129,Fore Coffee Kebayoran Baru,Jakarta Selatan,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,2,29000,58000,Pick-up (App)
TXN_006630,2025-12-09,15:06,FC_0346,Fore Coffee Location 1,Purwokerto,Jawa Tengah,NCF04,Iced Almond Choco,Non Coffee,1,39000,39000,Dine-in
TXN_006631,2026-02-25,08:11,FC_0138,Fore Coffee Location 3,Manado,Sulawesi Utara,REF01,Iced Coco Peach Fusion,Refresher,1,29000,29000,Pick-up (App)
TXN_006632,2025-12-03,13:00,FC_0180,Fore Coffee Area 29,Jakarta Selatan,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,GoFood
TXN_006633,2025-09-18,11:12,FC_0249,Fore Coffee Supermal Karawaci,Tangerang,Banten,SIG06,Iced Buttercream Latte,Fore Signature,1,33000,33000,Pick-up (App)
TXN_006634,2026-03-17,19:01,FC_0199,Fore Coffee Location 1,Sidoarjo,Jawa Timur,NCF03,Iced Classic Milo,Non Coffee,1,25000,25000,ShopeeFood
TXN_006635,2025-08-14,10:49,FC_0070,Fore Coffee BSD Junction,Tangerang Selatan,Banten,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,Dine-in
TXN_006636,2025-01-30,09:02,FC_0229,Fore Coffee Kings Shopping Center,Bandung,Jawa Barat,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,Dine-in
TXN_006637,2025-05-13,13:21,FC_0192,Fore Coffee Location 2,Badung,Bali,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Pick-up (App)
TXN_006638,2025-02-22,10:34,FC_0335,Fore Coffee Losari Beach Area,Makassar,Sulawesi Selatan,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,Pick-up (App)
TXN_006639,2026-03-30,15:53,FC_0049,Fore Coffee Location 1,Badung,Bali,TEA01,Iced English Breakfast,Tea,1,29000,29000,GoFood
TXN_006640,2025-09-16,07:01,FC_0046,Fore Coffee Centre Point Mall,Medan,Sumatera Utara,COF06,Iced Dirty Matchapresso,Coffee,1,31000,31000,Pick-up (App)
TXN_006641,2025-05-15,11:20,FC_0126,Fore Coffee Pamulang Square,Tangerang Selatan,Banten,DEL01,Mushroom Truffle Sandwich,Fore Deli,1,42000,42000,Pick-up (App)
TXN_006642,2025-02-26,10:54,FC_0032,Fore Coffee Grand City Mall,Surabaya,Jawa Timur,SIG04,Iced Pandan Latte,Fore Signature,3,29000,87000,Dine-in
TXN_006643,2026-03-11,17:48,FC_0039,Fore Coffee Buah Batu,Bandung,Jawa Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,GoFood
TXN_006644,2025-12-18,11:05,FC_0024,Fore Coffee Location 2,Bandar Lampung,Lampung,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,Dine-in
TXN_006645,2025-02-05,15:12,FC_0008,Fore Coffee Rasuna Said,Jakarta Selatan,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,GoFood
TXN_006646,2025-09-02,08:26,FC_0120,Fore Coffee Kuningan City,Jakarta Selatan,DKI Jakarta,SIG07,Iced Kopi Dari Tani,Fore Signature,5,25000,125000,GoFood
TXN_006647,2025-06-01,08:25,FC_0314,Fore Coffee Location 1,Sorong,Papua Barat,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,GoFood
TXN_006648,2025-08-22,16:34,FC_0092,Fore Coffee Ijen,Malang,Jawa Timur,COF10,Hot Espresso,Coffee,1,21000,21000,GrabFood
TXN_006649,2025-08-09,12:49,FC_0061,Fore Coffee Location 4,Balikpapan,Kalimantan Timur,SIG02,Hot Aren Latte,Fore Signature,1,29000,29000,Dine-in
TXN_006650,2025-12-09,12:07,FC_0329,Fore Coffee Location 2,Sidoarjo,Jawa Timur,REF01,Iced Coco Peach Fusion,Refresher,4,29000,116000,Dine-in
TXN_006651,2026-01-05,18:36,FC_0332,Fore Coffee Asia Mega Mas,Medan,Sumatera Utara,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_006652,2025-02-24,08:56,FC_0057,Fore Coffee Location 2,Sukabumi,Jawa Barat,COF09,Iced Caramel Praline Macchiato,Coffee,3,34000,102000,Pick-up (App)
TXN_006653,2025-03-04,11:23,FC_0084,Fore Coffee Tunjungan Plaza,Surabaya,Jawa Timur,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,ShopeeFood
TXN_006654,2026-01-15,11:40,FC_0220,Fore Coffee Pejaten Village,Jakarta Selatan,DKI Jakarta,REF02,Hibiscus Lychee Peach Yakult,Refresher,2,29000,58000,GoFood
TXN_006655,2025-01-14,16:37,FC_0061,Fore Coffee Location 4,Balikpapan,Kalimantan Timur,AMR01,Iced Americano,Americano,1,23000,23000,GrabFood
TXN_006656,2026-03-06,16:28,FC_0089,Fore Coffee Pondok Aren,Tangerang Selatan,Banten,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Dine-in
TXN_006657,2026-01-21,14:27,FC_0131,Fore Coffee Location 1,Palangkaraya,Kalimantan Tengah,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,Dine-in
TXN_006658,2025-02-05,13:53,FC_0231,Fore Coffee Location 1,Bandar Lampung,Lampung,COF03,Iced Cappuccino,Coffee,1,29000,29000,Pick-up (App)
TXN_006659,2025-08-04,10:19,FC_0207,Fore Coffee Location 1,Bengkulu,Bengkulu,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,Pick-up (App)
TXN_006660,2026-03-01,18:18,FC_0266,Fore Coffee Sun Plaza,Medan,Sumatera Utara,DEL02,Chicken Teriyaki Sandwich,Fore Deli,2,39000,78000,GrabFood
TXN_006661,2025-04-04,13:22,FC_0272,Fore Coffee Pasar Baru,Jakarta Pusat,DKI Jakarta,COF01,Iced Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_006662,2025-12-18,17:36,FC_0212,Fore Coffee Location 1,Ambon,Maluku,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,ShopeeFood
TXN_006663,2025-07-08,18:49,FC_0289,Fore Coffee ITC Depok,Depok,Jawa Barat,NCF02,Iced Matcha Green Tea,Non Coffee,1,34000,34000,Dine-in
TXN_006664,2026-01-01,12:20,FC_0289,Fore Coffee ITC Depok,Depok,Jawa Barat,SIG01,Iced Aren Latte,Fore Signature,5,29000,145000,Pick-up (App)
TXN_006665,2025-11-05,08:23,FC_0164,Fore Coffee Gambir,Jakarta Pusat,DKI Jakarta,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,Dine-in
TXN_006666,2025-12-20,11:09,FC_0039,Fore Coffee Buah Batu,Bandung,Jawa Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,Dine-in
TXN_006667,2025-05-03,10:07,FC_0001,Fore Coffee Area 19,Surabaya,Jawa Timur,SIG01,Iced Aren Latte,Fore Signature,3,29000,87000,Pick-up (App)
TXN_006668,2025-11-07,08:08,FC_0020,Fore Coffee Sawangan,Depok,Jawa Barat,COF07,Double Iced Shaken Latte,Coffee,2,33000,66000,GoFood
TXN_006669,2025-07-27,20:37,FC_0148,Fore Coffee Location 2,Pontianak,Kalimantan Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,GrabFood
TXN_006670,2025-01-04,17:21,FC_0210,Fore Coffee Location 3,Pontianak,Kalimantan Barat,SIG04,Iced Pandan Latte,Fore Signature,2,29000,58000,Pick-up (App)
TXN_006671,2025-02-02,12:40,FC_0233,Fore Coffee Bintaro Plaza,Tangerang Selatan,Banten,SIG01,Iced Aren Latte,Fore Signature,1,29000,29000,ShopeeFood
TXN_006672,2025-05-18,17:56,FC_0281,Fore Coffee Location 1,Tegal,Jawa Tengah,SIG07,Iced Kopi Dari Tani,Fore Signature,2,25000,50000,Pick-up (App)
TXN_006673,2025-07-26,12:34,FC_0130,Fore Coffee Location 4,Cirebon,Jawa Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,3,33000,99000,Dine-in
TXN_006674,2025-09-15,17:41,FC_0052,Fore Coffee Location 4,Badung,Bali,AMR01,Iced Americano,Americano,3,23000,69000,Dine-in
TXN_006675,2025-06-28,17:40,FC_0059,Fore Coffee Harapan Indah,Bekasi,Jawa Barat,COF10,Hot Espresso,Coffee,1,21000,21000,Pick-up (App)
TXN_006676,2025-06-16,10:04,FC_0267,Fore Coffee Radio Dalam,Jakarta Selatan,DKI Jakarta,SIG05,Hot Pandan Latte,Fore Signature,1,29000,29000,GrabFood
TXN_006677,2026-01-29,13:58,FC_0170,Fore Coffee Sarinah,Jakarta Pusat,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Dine-in
TXN_006678,2025-11-10,19:05,FC_0146,Fore Coffee Pettarani,Makassar,Sulawesi Selatan,COF01,Iced Cafe Latte,Coffee,1,29000,29000,GrabFood
TXN_006679,2025-12-14,12:59,FC_0076,Fore Coffee Location 1,Mataram,Nusa Tenggara Barat,AMR01,Iced Americano,Americano,3,23000,69000,GrabFood
TXN_006680,2025-10-19,07:52,FC_0200,Fore Coffee Location 3,Purwokerto,Jawa Tengah,SIG05,Hot Pandan Latte,Fore Signature,2,29000,58000,Pick-up (App)
TXN_006681,2025-06-04,16:43,FC_0216,Fore Coffee Area 32,Jakarta Selatan,DKI Jakarta,REF02,Hibiscus Lychee Peach Yakult,Refresher,2,29000,58000,GrabFood
TXN_006682,2025-09-07,12:54,FC_0039,Fore Coffee Buah Batu,Bandung,Jawa Barat,AMR01,Iced Americano,Americano,2,23000,46000,ShopeeFood
TXN_006683,2025-06-06,15:40,FC_0221,Fore Coffee Central Park,Jakarta Barat,DKI Jakarta,SIG02,Hot Aren Latte,Fore Signature,3,29000,87000,Pick-up (App)
TXN_006684,2026-03-31,08:43,FC_0016,Fore Coffee Paramount Gading Serpong,Tangerang,Banten,DEL03,Almond Croissant,Fore Deli,1,36000,36000,Dine-in
TXN_006685,2025-04-27,16:14,FC_0118,Fore Coffee Duren Sawit,Jakarta Timur,DKI Jakarta,COF02,Hot Cafe Latte,Coffee,1,29000,29000,Dine-in
TXN_006686,2025-10-15,16:08,FC_0165,Fore Coffee Area 14,Bekasi,Jawa Barat,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,Pick-up (App)
TXN_006687,2025-03-31,09:52,FC_0208,Fore Coffee Royal Plaza,Surabaya,Jawa Timur,COF09,Iced Caramel Praline Macchiato,Coffee,1,34000,34000,ShopeeFood
TXN_006688,2025-06-28,13:16,FC_0174,Fore Coffee Hartono Mall,Yogyakarta,DI Yogyakarta,REF01,Iced Coco Peach Fusion,Refresher,3,29000,87000,Dine-in
TXN_006689,2025-07-29,08:07,FC_0333,Fore Coffee Pakuwon Mall,Surabaya,Jawa Timur,SIG04,Iced Pandan Latte,Fore Signature,-1,29000,-29000,GoFood
TXN_006690,2025-01-07,19:26,FC_0114,Fore Coffee Palembang Icon,Palembang,Sumatera Selatan,AMR04,Iced Triple Peach Americano,Americano,3,29000,87000,Dine-in
TXN_006691,2025-05-25,15:49,FC_0017,Fore Coffee Victoria Street,Singapore,Singapore,COF01,Iced Cafe Latte,Coffee,2,29000,58000,Dine-in
TXN_006692,2026-02-25,20:43,FC_0119,Fore Coffee Area 7,Yogyakarta,DI Yogyakarta,DEL02,Chicken Teriyaki Sandwich,Fore Deli,4,39000,156000,Walk-in Takeaway
TXN_006693,2025-09-27,11:38,FC_0226,Fore Coffee Living World Alam Sutera,Tangerang,Banten,COF02,Hot Cafe Latte,Coffee,5,29000,145000,Pick-up (App)
TXN_006694,2025-02-19,17:16,FC_0276,Fore Coffee Plaza Indonesia,Jakarta Pusat,DKI Jakarta,DEL02,Chicken Teriyaki Sandwich,Fore Deli,4,39000,156000,GoFood
TXN_006695,2025-09-08,12:12,FC_0078,Fore Coffee Sudirman Palembang,Palembang,Sumatera Selatan,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,2,33000,66000,Pick-up (App)
TXN_006696,2025-12-23,13:43,FC_0311,Fore Coffee Location 1,Cimahi,Jawa Barat,COF09,Iced Caramel Praline Macchiato,Coffee,1,34000,34000,GrabFood
TXN_006697,2025-08-27,10:55,FC_0082,Fore Coffee Area 10,Denpasar,Bali,NCF05,Iced Matcha Butter Salt Cream,Non Coffee,1,31000,31000,Walk-in Takeaway
TXN_006698,2025-10-16,13:08,FC_0295,Fore Coffee Sudirman Park,Jakarta Selatan,DKI Jakarta,COF10,Hot Espresso,Coffee,2,21000,42000,Dine-in
TXN_006699,2025-02-22,16:58,FC_0281,Fore Coffee Location 1,Tegal,Jawa Tengah,AMR04,Iced Triple Peach Americano,Americano,1,29000,29000,GoFood
TXN_006700,2025-08-21,08:10,FC_0330,Fore Coffee DP Mall,Semarang,Jawa Tengah,COF06,Iced Dirty Matchapresso,Coffee,2,31000,62000,Dine-in
TXN_006701,2026-02-20,15:11,FC_0003,Fore Coffee Fatmawati,Jakarta Selatan,DKI Jakarta,NCF01,Iced Dark Chocolate,Non Coffee,1,34000,34000,Dine-in
TXN_006702,2025-10-05,09:35,FC_0151,Fore Coffee Pluit Village,Jakarta Utara,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,1,33000,33000,ShopeeFood
TXN_006703,2025-06-28,10:41,FC_0295,Fore Coffee Sudirman Park,Jakarta Selatan,DKI Jakarta,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,5,33000,165000,Dine-in
TXN_006704,2025-11-02,14:39,FC_0275,Fore Coffee Location 2,Batam,Kepulauan Riau,SIG03,Iced Butterscotch Sea Salt Latte,Fore Signature,4,33000,132000,Pick-up (App)
TXN_006705,2025-07-26,14:00,FC_0313,Fore Coffee BTC Fashion Mall,Bandung,Jawa Barat,COF03,Iced Cappuccino,Coffee,1,29000,29000,Dine-in
TXN_006706,2025-01-25,19:00,FC_0131,Fore Coffee Location 1,Palangkaraya,Kalimantan Tengah,SIG04,Iced Pandan Latte,Fore Signature,1,29000,29000,GrabFood
